#,"Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"HTTP Code","DP check","RP check",Traffic,Keywords,"Linked Domains"
152,0,0,0,http://plussizefamilypajamas.com/gowns/page/55/,"Gowns | Family Clothes - Part 55",76,132,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-04-18 12:17:22",0,0,55
153,0,0,0,http://plussizefamilypajamas.com/page/22/,"Plus Size Matching Family Pajamas 2017 | Family Clothes - Part 22",75,147,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-03-29 05:28:46",0,0,78
154,0,0,0,http://plussizefamilypajamas.com/page/55/,"Plus Size Matching Family Pajamas 2017 | Family Clothes - Part 55",75,132,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-03-30 23:50:29",0,0,55
155,0,0,0,http://protectedlifeinsurancedzukein.blogspot.com/2017/08/life-insurance-quoting-engine.html,"Protected Life Insurance: Life Insurance Quoting Engine",70,44,https://www.policygenius.com/blog/library/uploads/2016/06/policygenius-track-and-compare-life-insurance-quotes-tool.pdf/,,"Track & Compare Life Insurance Quotes - PolicyGenius",,Dofollow,404,"2020-04-09 21:19:08","2020-04-09 15:17:12",0,0,27
156,0,0,0,http://protectedlifeinsurancedzukein.blogspot.com/2017/10/policygenius-life-insurance.html,"Protected Life Insurance: Policygenius Life Insurance",67,45,https://www.policygenius.com/blog/library/uploads/2015/12/policygenius-open-enrollment-guide-2016-v2.pdf/,,"How To Buy The Perfect Individual Health insurance Plan",,Dofollow,404,"2020-03-21 07:04:51","2020-04-07 05:37:44",0,0,32
157,0,0,0,http://protectedlifeinsurancedzukein.blogspot.com/2017/10/policygenius-life-insurance.html,"Protected Life Insurance: Policygenius Life Insurance",67,45,https://www.policygenius.com/blog/library/uploads/2016/06/policygenius-track-and-compare-life-insurance-quotes-tool.pdf/,,"Track & Compare Life Insurance Quotes - PolicyGenius",,Dofollow,404,"2020-04-09 21:19:08","2020-04-07 05:37:44",0,0,32
158,0,0,0,http://secondhomemortgagetsuroshika.blogspot.com/2017/,"Second Home Mortgage: 2017",49,179,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Pictures of Can You Deduct Second Home Mortgage Interest",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-04-16 04:16:59",0,0,110
159,0,0,0,http://secondhomemortgagetsuroshika.blogspot.com/2017/02/tax-deductions-for-second-home-mortgage.html,"Second Home Mortgage: Tax Deductions For Second Home Mortgage Interest",57,72,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Tax Deductions For Second Home Mortgage Interest Images",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-04-18 16:54:17",0,0,53
160,0,0,0,http://secondhomemortgagetsuroshika.blogspot.com/2017/03/irs-second-home-mortgage-interest.html,"Second Home Mortgage: Irs Second Home Mortgage Interest Deduction",60,59,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Irs Second Home Mortgage Interest Deduction Pictures",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-03-30 18:38:26",0,0,36
161,0,0,0,http://secondhomemortgagetsuroshika.blogspot.com/2017/07/second-home-mortgage-interest-deduction.html,"Second Home Mortgage: Second Home Mortgage Interest Deduction",57,63,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Second Home Mortgage Interest Deduction",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-04-14 12:11:06",0,0,44
162,0,0,0,http://secondhomemortgagetsuroshika.blogspot.com/2017/09/,"Second Home Mortgage: September 2017",49,179,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Pictures of Can You Deduct Second Home Mortgage Interest",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-04-15 17:16:38",0,0,110
163,0,0,0,http://secondhomemortgagetsuroshika.blogspot.com/2017/09/can-you-deduct-second-home-mortgage.html,"Second Home Mortgage: Can You Deduct Second Home Mortgage Interest",48,71,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Pictures of Can You Deduct Second Home Mortgage Interest",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-04-18 20:09:24",0,0,43
164,0,0,0,http://secondhomemortgagetsuroshika.blogspot.com/2017/09/second-home-mortgage-tax-deduction.html,"Second Home Mortgage: Second Home Mortgage Tax Deduction",48,66,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Second Home Mortgage Tax Deduction Images",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-04-06 13:49:51",0,0,50
165,0,0,0,http://secondhomemortgagetsuroshika.blogspot.com/2017/09/second-home-mortgage-tax-deduction_7.html,"Second Home Mortgage: Second Home Mortgage Tax Deduction Interest",48,72,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Second Home Mortgage Tax Deduction Interest Photos",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-04-15 05:23:52",0,0,51
166,0,0,0,http://taxadvicenareyame.blogspot.com/2017/08/tax-advice-married-filing-separately.html,"Tax Advice: Tax Advice Married Filing Separately",87,51,https://www.policygenius.com/blog/library/uploads/2016/03/tax-preparer-feature-030416.jpg/,,"Tax Advice Married Filing Separately",,"Dofollow, Image",404,"2020-04-05 05:04:33","2020-03-30 03:45:45",0,0,39
167,0,0,0,http://taxdebtteinzu.blogspot.com/2017/05/,"Tax Debt: May 2017",64,161,https://www.policygenius.com/blog/library/uploads/2017/04/30466369651_2909719522_o.jpg/,,"What Happens To Tax Debt When You Die Images",,"Dofollow, Image, Content",404,"2020-04-05 15:19:23","2020-04-16 16:53:01",0,0,116
168,0,0,0,http://taxdebtteinzu.blogspot.com/2017/05/what-happens-to-tax-debt-when-you-die.html,"Tax Debt: What Happens To Tax Debt When You Die",62,60,https://www.policygenius.com/blog/library/uploads/2017/04/30466369651_2909719522_o.jpg/,,"What Happens To Tax Debt When You Die Images",,"Dofollow, Image, Content",404,"2020-04-05 15:19:23","2020-03-28 08:51:36",0,0,45
169,0,0,0,http://taxreturngeibura.blogspot.com/2017/09/tax-return-year-of-death.html,"Tax Return: Tax Return Year Of Death",89,46,https://www.policygenius.com/blog/library/uploads/2017/04/30466369651_2909719522_o.jpg/,,"Tax Return Year Of Death",,"Dofollow, Image, Content",404,"2020-04-05 15:19:23","2020-03-31 17:44:57",0,0,33
170,0,0,0,https://borrowingbetter.com/first-time-homebuyer-credit/,"What Was the First Time Homebuyer Credit and Other Options Today",27,24,https://www.policygenius.com/blog/library/uploads/2016/07/first-time-homebuyer-social-071216.jpg/,"IMAGE SOURCE: 1 ,",2,,"Dofollow, Content",404,"2020-03-27 22:15:23","2020-03-23 17:58:08",0,6,11
171,0,0,0,https://freeinsurancequotes2016.blogspot.com/2015/02/buy-car-free-insurance.html,"buy a car free insurance - Free insurance quotes",47,36,https://www.policygenius.com/blog/library/uploads/2014/11/pic-todo-ad@2x.png/,,"How to get car insurance discounts - PolicyGenius",,"Dofollow, Image, Content",404,"2020-03-28 22:31:26","2020-04-16 04:57:27",0,0,20
172,0,0,0,https://insurancenewsblog.com/looking-for-something-new-to-stream-on-your-couch-quibi-is-joining-the-market/,"Looking for something new to stream on your couch? Quibi is joining the market – Insurance News",59,9,https://www.policygenius.com/blog/quibi-is-joining-a-crowded-streaming-market-heres-how-to-cut-through-the-noise-in-the-midst-of-a-pandemic/,,"Source link",,Dofollow,404,"2020-03-28 19:36:32","2020-04-15 02:17:30",0,0,5
173,0,0,0,https://insurancenewsblog.com/money-pro-tips-a-qa-with-author-podcast-host-lindsay-goldwert/,"Money pro tips: A Q&A with author & podcast host Lindsay Goldwert – Insurance News",59,12,https://www.policygenius.com/blog/money-pro-tips-a-q-a-with-lindsay-goldwert/bit.ly/bowdownbook/,"Goldwert, host of personal finance podcast “Spent” and author of","“Bow Down: Lessons from Dominatrixes on How to Get Everything You Want”",". Want more expert advice? Sign up for our Easy","Dofollow, Content",404,"2020-04-13 12:36:23","2020-04-15 04:17:04",0,0,5
174,0,0,0,https://insurancenewsblog.com/money-pro-tips-a-qa-with-procrastination-expert-petr-ludwig/,"Money pro tips: A Q&A with procrastination expert Petr Ludwig – Insurance News",59,9,https://www.policygenius.com/blog/money-pro-tips-q-and-a-with-petr-ludwig/procrastination.com/,"of “The End of Procrastination” and founder and CEO of",Procrastination.com,". Want more expert advice? Sign up for our Easy","Dofollow, Content",404,"2020-04-12 20:11:44","2020-04-13 21:29:48",0,0,6
175,0,0,0,https://meganashleighblog.blogspot.com/2016/11/daily-budget-budgeting-app.html,"Daily Budget: Budgeting App",92,38,https://www.policygenius.com/blog/library/uploads/2015/07/aa-icon-dailybudget.png/,,,,"Dofollow, Image, Content",404,"2020-03-14 16:06:32","2020-04-17 04:35:53",0,0,18
176,0,0,0,https://plussizefamilypajamas.com/family/date/2017/05/page/16/,"May, 2017 | Family Clothes - Part 16",75,138,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Student loan cosigner? Buy your kid life insurance",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-03-31 00:37:02",0,0,40
177,0,0,0,https://plussizefamilypajamas.com/family/date/2017/05/page/42/,"May, 2017 | Family Clothes - Part 42",75,141,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-04-05 06:05:26",0,0,62
178,0,0,0,https://plussizefamilypajamas.com/family/date/2017/06/page/41/,"June, 2017 | Family Clothes - Part 41",75,151,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Student loan cosigner? Buy your kid life insurance",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-03-22 10:54:14",0,0,56
179,0,0,0,https://plussizefamilypajamas.com/family/date/2017/07/page/22/,"July, 2017 | Family Clothes - Part 22",75,146,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-03-24 03:42:06",0,0,78
180,0,0,0,https://plussizefamilypajamas.com/family/date/2017/07/page/55/,"July, 2017 | Family Clothes - Part 55",75,131,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-03-15 05:15:49",0,0,55
181,0,0,0,https://plussizefamilypajamas.com/family/how-long-are-graduation-gowns-4311/,"How Long Are Graduation Gowns | Family Clothes",69,30,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-03-16 04:35:53",0,0,18
182,0,0,0,https://plussizefamilypajamas.com/family/how-long-are-graduation-gowns-supposed-to-be-5034/,"How Long Are Graduation Gowns Supposed To Be | Family Clothes",69,29,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Student loan cosigner? Buy your kid life insurance",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-04-15 11:26:13",0,0,15
183,0,0,0,https://plussizefamilypajamas.com/family/how-long-is-a-graduation-gown-supposed-to-be-4467/,"How Long Is A Graduation Gown Supposed To Be | Family Clothes",69,29,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Student loan cosigner? Buy your kid life insurance",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-03-19 16:47:11",0,0,15
184,0,0,0,https://plussizefamilypajamas.com/family/how-long-should-a-graduation-gown-be-5688/,"How Long Should A Graduation Gown Be | Family Clothes",69,30,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-03-21 09:32:52",0,0,22
185,0,0,0,https://plussizefamilypajamas.com/family/how-long-should-graduation-gown-be-5487/,"How Long Should Graduation Gown Be | Family Clothes",69,30,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-03-19 04:32:31",0,0,22
186,0,0,0,https://plussizefamilypajamas.com/gowns/page/22/,"Gowns | Family Clothes - Part 22",76,147,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-04-10 08:26:56",0,0,78
187,0,0,0,https://plussizefamilypajamas.com/page/22/,"Plus Size Matching Family Pajamas 2017 | Family Clothes - Part 22",75,148,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-04-15 11:21:55",0,0,78
