#,"URL Rating (desc)","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",Type,TextPre,"Link Anchor",TextPost,"HTTP Code","DP check","RP check"
234,18,https://www.thebalance.com/factors-to-consider-when-comparing-529-plans-4154583,"8 Factors to Consider When Comparing 529 Plans",55,26,https://www.njbest.com/njbest/default/why-njbest/njbest-benefits,Nofollow,"NJBEST. ""","NJBEST Benefits","."" Accessed Dec. 13, 2019.",404,"2020-03-28 12:01:56",2020-04-14T05:49:27Z
235,18,https://www.thebalance.com/millennial-plan-to-help-parents-financially-4134994,"How to Begin Helping Your Parents Financially",49,28,https://www.fidelity.com/viewpoints/personal-finance/estate-planning-for-a-home,Nofollow,"Fidelity Investments. ""","Estate Planning: Ways to Handle Your Home","."" Accessed March 18, 2020.",404,"2020-03-20 04:26:38",2020-04-15T05:48:50Z
236,18,https://www.thebalance.com/mass-extinction-definition-events-economic-effect-of-6th-extinction-4589742,"Mass Extinction: Definition, Events, Economic Effect of 6th Extinction",57,162,https://www.iucnredlist.org/,Dofollow,The,"IUCN is analyzing which species are most at risk.","It estimates that 27% are facing extinction. This includes 40%",404,"2020-03-29 04:52:32",2020-04-19T07:26:35Z
237,18,https://www.thebalance.com/are-ultra-short-term-bond-funds-a-smart-investment-2466787,"When to Buy Ultra Short-Term Bond Funds",50,18,http://www.vanguard.com/notfound.htm,Nofollow,"best ultra short-term bond funds to buy isVanguard Ultra-Short-Term Bond(",VUBFX,"), which has low expense ratio of 0.20% and performance",404,"2020-03-26 03:18:41",2020-03-31T07:52:30Z
238,18,https://www.thebalance.com/insurance-industry-trends-and-outlook-4774000,"Insurance Industry Trends and Outlook",61,36,https://coast.noaa.gov/states/fast-facts/hurricane-costs.html,Dofollow,"NOAA. ""","Hurricane Costs",","" Accessed Oct. 1, 2019.",404,"2020-04-05 13:25:37",2020-04-12T10:10:33Z
239,18,https://www.thebalance.com/ne-residents-529-plan-795334,"Tax Benefits for NE Residents Contributing to NE 529 Plan",52,21,"https://www.tdameritrade.com/account-types/education/529-plans.page	",Nofollow,,"TD Ameritrade 529 College Savings Plan",": This plan is similar to NEST, but it is",404,"2020-03-16 03:01:33",2020-04-18T07:46:52Z
240,18,https://www.thebalance.com/top-robo-advisor-services-4143359,"What You Should Know About the Top Robo-Advisors",61,21,http://www.vanguard.com/notfound.htm,Nofollow,,"Vanguard Personal Advisor Services",": Vanguard's robo-advisor model is the largest in terms of",404,"2020-03-26 03:18:41",2020-04-17T17:54:12Z
241,18,https://www.thebalance.com/will-breaking-my-lease-hurt-my-credit-score-960535,"How Breaking a Lease Can Affect Your Credit",60,28,https://www.realtor.com/advice/rent/can-landlords-sue-for-property-damage/,Nofollow,"Realtor.com®. ""","Beyond the Security Deposit: When Can Your Landlord Sue You for Property Damage?",""" Accessed April 6, 2020.",404,"2020-02-05 04:43:52",2020-04-17T18:59:54Z
242,18,https://www.thebalance.com/inverse-bond-funds-the-risks-and-benefits-416950,"Inverse ETF for Bonds: Risks, Benefits, and Types",56,20,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Leveraged, Inverse & Commodity Exchange-Traded Products","."" Accessed April 2, 2020.",404,"2020-03-26 03:18:41",2020-04-19T13:18:32Z
243,18,https://www.thebalance.com/the-net-worth-of-trump-and-his-cabinet-4570997,"Trump and His Cabinet Net Worth vs. Those Since Reagan",61,75,https://money.com/george-hw-bush-net-worth/,Dofollow,,"Bush inherited","$140,000 of his father's $3.5 million estate. But his father",404,"2020-04-18 07:10:34",2020-04-18T05:19:02Z
244,18,https://www.thebalance.com/what-are-blend-funds-2466811,"Blend Fund Definition - Investing In Growth and Value Stocks",48,21,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard.com. ""","Vanguard 500 Index Admiral Shares.",""" Accessed February 28, 2020.",404,"2020-03-26 03:18:41",2020-04-18T22:54:45Z
245,18,https://www.thebalance.com/aspiration-bank-review-4582126,"Aspiration Bank Review - Everything You Need to Know",65,17,https://www.prod.aspiration.com/,Nofollow,,"Aspiration Bank","may be a good choice for customers who want the","Cannot resolve host","2020-04-04 22:30:03",2020-04-14T12:01:00Z
246,18,https://www.thebalance.com/best-oil-mutual-funds-4145697,"Best Oil Mutual Funds to Make Money",59,26,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard Energy (",VGENX,"): This equity energy fund from Vanguard provides broad exposure to",404,"2020-03-26 03:18:41",2020-04-15T13:19:29Z
247,18,https://www.thebalance.com/companies-that-will-help-with-college-expenses-4138135,"Companies That Will Help With College Expenses",48,73,https://www.jmsmucker.com/why-smucker/employee-benefits,Nofollow,,Smucker's,,404,"2020-03-26 15:21:33",2020-04-19T02:09:21Z
248,18,https://www.thebalance.com/battle-for-the-best-fund-types-2466334,"Best Funds - Types of Mutual Funds",81,18,http://www.vanguard.com/notfound.htm,Nofollow,"index fund, such as Vanguard Total Bond Market Index (",VBTLX,") and be assured average long-term returns and yields with",404,"2020-03-26 03:18:41",2020-04-19T06:55:26Z
249,17,https://www.thebalance.com/frequently-asked-budgeting-questions-453599,"Answers to Frequently Asked Budgeting Questions",54,19,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","What's the Right Emergency Fund Amount?",""" Accessed March 2, 2020.",404,"2020-03-26 03:18:41",2020-04-19T01:20:12Z
250,17,https://www.thebalance.com/selling-on-poshmark-4773880,"How to Sell Clothes on Poshmark",64,25,https://support.desk.com/404,Nofollow,"Poshmark. ""","Support Center: I Just Made a Sale! How Do I Ship?",""" Accessed Oct. 22, 2019.",404,"2020-01-30 12:43:20",2020-04-17T13:51:14Z
251,17,https://www.thebalance.com/investing-in-fang-stocks-4147534,"Investing in FAANG Stocks",53,36,http://www.vanguard.com/notfound.htm,Nofollow,Vanguard:,"Vanguard Information Technology ETF (VGT)",,404,"2020-03-26 03:18:41",2020-04-20T04:54:44Z
252,17,https://www.thebalance.com/top-mutual-funds-investing-advantages-4128826,"Benefits of Investing in Mutual Funds",64,18,http://www.vanguard.com/notfound.htm,Nofollow,"to 45 years. Therefore a fund likeVanguard Target Retirement 2050(",VFIFX,") can work well in a 401(k) or IRA for",404,"2020-03-26 03:18:41",2020-04-18T08:04:22Z
253,17,https://www.thebalance.com/estate-planning-issues-caused-by-diminished-capacity-4019582,"Estate Planning Issues Caused by Diminished Capacity",59,21,https://www.cwilson.com/services/5-publications/353-incapacity-issues.html,Nofollow,"to overturn a properly made will on the basis of",incapacity,". The challenger of the will is usually not present",404,"2020-03-17 03:07:21",2020-04-15T21:43:01Z
254,17,https://www.thebalance.com/popular-target-date-fund-choices-2388571,"4 Popular Target Date Fund Choices",47,27,http://www.vanguard.com/notfound.htm,Nofollow,"You can search through","Vanguard's Target Date funds","by age or by years to retirement. For example, for",404,"2020-03-26 03:18:41",2020-03-28T08:21:35Z
255,17,https://www.thebalance.com/priority-pass-airport-lounge-access-4781893,"Ins and Outs of Priority Pass Airport Lounge Access",47,24,https://www.prioritypass.com/en/blog/2017/benefits-you-didnt-know-you-had,Nofollow,"Priority Pass. ""","Priority Pass Benefits You Didn't Know You Had","."" Accessed Jan. 13, 2020.",404,"2020-04-18 19:58:46",2020-04-19T04:19:57Z
256,17,https://www.thebalance.com/the-basis-point-and-what-it-means-to-investors-4691621,"The Basis Point and What It Means to Investors",59,19,https://www.tsp.gov/InvestmentFunds/FundsOverview/expenseRatio.html,Dofollow,"Federal Thrift Savings Plan. ""","Expense Ratio",","" Accessed Oct. 10, 2019.",404,"2020-04-02 19:07:32",2020-04-18T00:09:37Z
257,17,https://www.thebalance.com/best-time-to-invest-in-index-funds-2466412,"Best Time to Invest in Index Funds",58,25,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Total Bond Market Index Fund Investor Shares (VBMFX)","."" Accessed March 29, 2020.",404,"2020-03-26 03:18:41",2020-04-18T06:48:17Z
258,17,https://www.thebalance.com/best-funds-to-invest-in-your-30s-and-40s-2466342,"Best Types of Funds to Buy in Your 30s and 40s",60,22,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Retirement 2045 Fund","."" Accessed March 26, 2020.",404,"2020-03-26 03:18:41",2020-03-31T03:05:00Z
259,17,https://www.thebalance.com/how-much-does-laser-eye-surgery-cost-4777133,"How Much Does Laser Eye Surgery Cost?",56,20,http://www.seewithlasik.com/docs/lasik-costs.html,Nofollow,"See With LASIK. ""","Understanding LASIK Eye Surgery Costs",","" Accessed Nov. 22, 2019.",404,"2020-03-24 17:42:59",2020-03-29T16:31:07Z
260,17,https://www.thebalance.com/best-etfs-for-roth-iras-4175606,"Best ETFs for Roth IRAs",55,28,http://www.vanguard.com/notfound.htm,Nofollow,"Two of the best dividend ETFs areVanguard High Dividend Yield(",VYM,"), which tracks the FTSE High Dividend Yield Index, andiShares",404,"2020-03-26 03:18:41",2020-03-31T12:27:12Z
261,17,https://www.thebalance.com/how-index-funds-minimize-taxes-4019593,"How Index Funds Can Reduce Taxes",56,22,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Growth Index Fund Investor Shares (VIGRX)","."" Accessed March 30, 2020.",404,"2020-03-26 03:18:41",2020-04-18T17:28:45Z
262,17,https://www.thebalance.com/state-retirement-plans-for-when-you-don-t-have-a-401-k-4774674,"State Retirement Plans for When You Don't Have a 401(k)",65,27,https://www.retirementmarketplace.com/plans,Nofollow,"Retirement Marketplace. ""","Viewing Retirement Plans,",""" Accessed Oct. 28, 2019.",404,"2020-03-15 19:26:31",2020-03-28T14:36:12Z
263,17,https://www.thebalance.com/minimum-variance-portfolio-overview-4155796,"Minimum Variance Portfolio Definition and Examples",57,19,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Bond Market","."" Accessed March 12, 2020.",404,"2020-03-26 03:18:41",2020-04-18T14:37:39Z
264,17,https://www.thebalance.com/top-best-mutual-funds-2466372,"Finding the Best Mutual Funds By Eliminating the Worst",70,33,http://www.vanguard.com/notfound.htm,Nofollow,"Best Target Date Retirement Funds --","Vanguard Target Retirement Funds",":The best target-date retirement funds can't be limited to just",404,"2020-03-26 03:18:41",2020-04-20T06:49:44Z
265,17,https://www.thebalance.com/etf-fees-deducted-from-your-investment-4156849,"ETF Fees Deducted From Your Investment",57,21,http://www.vanguard.com/notfound.htm,Nofollow,"most popular mutual fund of its kind isVanguard 500 Index(",VFINX,"), which has an expense ratio of 0.14 percent. Since",404,"2020-03-26 03:18:41",2020-03-28T10:26:50Z
266,17,https://www.thebalance.com/how-many-mutual-funds-should-you-have-4019503,"How Many Mutual Funds Do You Need to Build a Portfolio?",57,27,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Get a Complete Portfolio in One All-In-One Fund","."" Accessed April 7, 2020.",404,"2020-03-26 03:18:41",2020-04-17T12:57:14Z
267,17,https://www.thebalance.com/tax-efficient-funds-2466688,"Tax-Efficient Funds Definition, Advantages, Examples and Strategies",58,20,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Tax-saving investments","."" Access April 17, 2020.",404,"2020-03-26 03:18:41",2020-04-18T14:23:02Z
268,17,https://www.thebalance.com/beat-volatility-with-the-best-balanced-funds-3958396,"Balanced Funds Definition, Benefits, Best Funds",54,19,http://www.vanguard.com/notfound.htm,Nofollow,"one of the best moderate allocation funds isVanguard Wellington (",VWELX,"), which has an allocation of approximately 65% stocks and",404,"2020-03-26 03:18:41",2020-03-30T06:49:00Z
269,17,https://www.thebalance.com/how-to-invest-in-the-global-shipping-sector-4147223,"How to Invest in the Global Shipping Sector",57,20,https://www.guggenheiminvestments.com/etf,Nofollow,"The most popular shipping ETF is the","Guggenheim Shipping ETF","(NYSE ARCA: SEA), which has about $115 million in total",404,"2020-03-25 23:09:18",2020-03-31T06:43:14Z
270,17,https://www.thebalance.com/best-health-care-mutual-funds-and-etfs-4159892,"Best Health Care Mutual Funds and ETFs",57,20,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard Health Care ETF(",VHT,") is a smart choice for cost-conscious investors who prefer",404,"2020-03-26 03:18:41",2020-04-15T06:16:15Z
271,17,https://www.thebalance.com/how-529s-affect-scholarships-and-vice-versa-4153510,"How 529s Affect Scholarships (and Vice Versa)",51,27,https://investornews.vanguard/planning-to-open-a-529-for-a-grandchild-heres-what-you-need-to-know/,Nofollow,"Vanguard. ""","Planning to Open a 529 for a Grandchild? Here's What You Need to Know","."" Accessed Nov. 25, 2019.",404,"2020-03-21 04:24:54",2020-03-30T04:47:28Z
272,17,https://www.thebalance.com/what-are-index-funds-4842116,"What Are Index Funds?",64,37,http://www.vanguard.com/notfound.htm,Nofollow,,"Vanguard Total Stock Market Index (VTSMX)",": Vanguard is the original indexer and VTSMX is among",404,"2020-03-26 03:18:41",2020-04-17T18:54:24Z
273,16,https://www.thebalance.com/vanguard-total-stock-market-2466418,"Vanguard Total Stock Market Index - Biggest Mutual Fund in the World",54,19,http://www.vanguard.com/notfound.htm,Nofollow,"The reason why Vanguard Total Stock Market Index (",VTSMX,") is that it shares the same qualities as the",404,"2020-03-26 03:18:41",2020-03-29T12:01:55Z
274,16,https://www.thebalance.com/green-dot-platinum-visa-review-4770732,"Green Dot Platinum Visa Review: No Credit Check Needed",53,18,https://ct.buyright.com/rd/r.php?pub=650271;btn_container=recommendation_tool;trn_id=n32c496ba657141769e9eb0ec5f54ebd411;dd_pm=affiliate;var2=4770732;card_id=b06116ed-dc9d-486a-ba40-47914fe85805;dd_pm_cat=credit_card,Nofollow,,"Next Steps",,404,"2020-02-08 11:49:31",2020-02-05T11:22:46Z
274,16,https://www.thebalance.com/green-dot-platinum-visa-review-4770732,"Green Dot Platinum Visa Review: No Credit Check Needed",53,18,https://ct.buyright.com/rd/r.php?pub=650271;btn_container=standalone_button;trn_id=n32c496ba657141769e9eb0ec5f54ebd411;dd_pm=affiliate;var2=4770732;card_id=b06116ed-dc9d-486a-ba40-47914fe85805;dd_pm_cat=credit_card,Nofollow,,"Next Steps",,404,"2020-02-08 06:24:23",2020-02-05T11:22:46Z
274,16,https://www.thebalance.com/green-dot-platinum-visa-review-4770732,"Green Dot Platinum Visa Review: No Credit Check Needed",53,18,https://ct.buyright.com/rd/r.php?pub=650271;btn_container=entity_card;trn_id=n32c496ba657141769e9eb0ec5f54ebd411;dd_pm=affiliate;var2=4770732;card_id=b06116ed-dc9d-486a-ba40-47914fe85805;dd_pm_cat=credit_card,Nofollow,,"Next Steps",,404,"2020-02-08 05:35:37",2020-02-05T11:22:46Z
275,16,https://www.thebalance.com/key-mutual-fund-terms-defined-2466595,"10 Key Mutual Fund Terms Defined",71,18,http://www.vanguard.com/notfound.htm,Nofollow,"a year in the name of the fund, such as","Vanguard Target Retirement 2055 (VFFVX)",", which would be a fund best suited for someone",404,"2020-03-26 03:18:41",2020-04-17T23:01:29Z
276,16,https://www.thebalance.com/american-express-personal-loan-4801738,"American Express Personal Loan Review",46,22,https://www.americanexpress.com/us/loans/faq.html,Dofollow,"American Express. ""","Frequently Asked Questions: What If I am Late on a Payment or Don’t Have Enough Funds to Make My Monthly Payment?",""" Accessed April 1, 2020.",404,"2020-04-11 06:21:13",2020-04-07T14:30:21Z
277,16,https://www.thebalance.com/tax-exemption-3505464,"2015 State Death Tax Exemption and Top Tax Rate Chart",81,18,https://commonsenseestateplanning.wordpress.com/2014/05/31/maryland-estate-tax-changes-go-into-effect-in-2015/,Dofollow,"of its estate tax exemption between married couples. Refer to","Maryland Estate Tax Changes Go Into Effect in 2015","for more information about these changes.","Cannot resolve host","2020-03-18 04:42:14",2020-04-15T18:40:28Z
278,16,https://www.thebalance.com/vanguard-admiral-shares-definition-and-advantages-4142140,"Vanguard Admiral Shares Definition and Advantages",60,21,http://www.vanguard.com/notfound.htm,Nofollow,,"According to Vanguard",", their Admiral Shares are 41 percent lower on average than",404,"2020-03-26 03:18:41",2020-04-14T04:15:01Z
279,16,https://www.thebalance.com/best-utilities-etfs-4175444,"Best Utilities ETFs to Buy 2020",54,22,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Utilities ETF","."" Accessed April 8, 2020.",404,"2020-03-26 03:18:41",2020-04-19T01:34:26Z
280,16,https://www.thebalance.com/bank-statement-loans-who-they-re-for-how-they-work-and-when-to-use-them-4590239,"All About Bank Statement Loans",50,24,https://www.bls.gov/spotlight/2016/self-employment-in-the-united-states/pdf/self-employment-in-the-united-states.htm,Dofollow,"Bureau of Labor Statistics, ""","Self-employment in the United States",""" Accessed Oct 30, 2019",404,"2020-03-09 04:56:28",2020-04-19T10:25:32Z
281,16,https://www.thebalance.com/how-amazon-could-reduce-health-care-costs-4158588,"Can Amazon Reduce Health Care Costs?",54,30,http://saveonmedical.pagedemo.co/,Nofollow,"what can be accomplished in one small area alone is","SaveOn Medical","which provides ""an online marketplace for medical procedures that uses",404,"2020-03-27 14:53:30",2020-03-28T01:16:04Z
282,16,https://www.thebalance.com/can-i-retire-2894529,"Can I Retire?",49,18,http://www.vanguard.com/notfound.htm,Nofollow,"and economic outlook). There are plenty of online calculators (","like this one from Vanguard",") that can help you figure out what a 4%",404,"2020-03-26 03:18:41",2020-04-19T08:26:18Z
283,16,https://www.thebalance.com/how-to-pave-the-way-to-an-early-retirement-1289580,"How to Pave the Way to an Early Retirement",65,20,https://www.yourwealth.com/resources/retirement-calculator.html,Nofollow,"The first place to start is with some calculations. Using a","retirement calculator","based on your actual income, rather than a proposed average,",404,"2020-04-06 08:22:58",2020-04-20T17:18:41Z
284,16,https://www.thebalance.com/best-travel-insurance-4796919,"The 8 Best Travel Insurance Companies of 2020",45,39,https://www.bhtp.com/wavecare,Nofollow,"Berkshire Hathaway Travel Protection. ""","WaveCare- Comprehensive Travel Insurance.",""" Accessed Feb. 19, 2020.",404,"2020-04-13 05:40:29",2020-04-19T11:34:14Z
285,16,https://www.thebalance.com/student-loan-forgiveness-for-nurses-4773492,"Student Loan Forgiveness for Nurses",47,75,http://dhss.alaska.gov/dph/HealthPlanning/Pages/sharp/default.aspx.,Dofollow,"of Health and Human Services Division of Public Health. ""","SHARP Support-for-Service","​​."" Accessed Feb. 28, 2020.",404,"2020-03-12 09:23:46",2020-03-29T07:53:30Z
286,16,https://www.thebalance.com/will-gifts-from-grandparents-hurt-financial-aid-4783269,"Will Gifts From Grandparents Hurt Financial Aid?",51,31,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Common 529 Plan Questions","."" Accessed Jan. 28, 2020.",404,"2020-03-26 03:18:41",2020-04-19T08:44:48Z
287,16,https://www.thebalance.com/credit-card-price-protection-4176002,"What You Need to Know About Credit Card Price Protection",48,17,https://www.citipricerewind.com/guide,Nofollow,"protection on its credit cards one by one. And Citi","reduced its Price Rewind coverage","to $200 for each transaction and $1,000 each year. Visa",404,"2020-03-31 23:06:21",2020-04-18T21:21:52Z
288,16,https://www.thebalance.com/is-it-possible-to-buy-huawei-stock-4778606,"Is It Possible to Buy Huawei Stock?",53,25,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard Investments. ""","Vanguard Information Technology ETF",","" Accessed Dec. 9, 2019.",404,"2020-03-26 03:18:41",2020-04-13T17:26:12Z
289,16,https://www.thebalance.com/robert-siciliano-bio-1947136,"Robert Siciliano - The Balance",25,39,https://www.idtheftcenter.org/Press-Releases/robert-siciliano-of-idtheftsecurity-joins-itrc-board-of-directors.html,Dofollow,"He is also a board member for the","Identity Theft Resource Center",", ZafeSoft , Knowem , and",404,"2020-04-11 23:18:25",2020-03-24T09:59:31Z
290,16,https://www.thebalance.com/best-etfs-for-your-investing-goals-4135797,"10 Best ETFs for Any Investing Goal or Style",60,35,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard S&P 400 Mid-Cap 400 (",IVOO,"): Vanguard is best known for their high-quality, low-cost, no-load",404,"2020-03-26 03:18:41",2020-04-13T13:24:50Z
291,16,https://www.thebalance.com/disasters-that-ruin-finances-and-how-to-avoid-them-4156835,"Disasters That Ruin Finances (and How to Avoid Them)",70,22,http://www.vanguard.com/notfound.htm,Nofollow,"that you have enough retirement income . (Vanguard has a","retirement income calculator","that compares what you may have now with what you’ll",404,"2020-03-26 03:18:41",2020-04-17T18:47:20Z
292,16,https://www.thebalance.com/best-interest-rate-etfs-to-buy-4177507,"Best Interest Rate ETFs to Buy",53,25,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard Growth ETF (",VUT,"): For cheap exposure to a broad range of U.S.",404,"2020-03-26 03:18:41",2020-04-14T23:34:41Z
293,16,https://www.thebalance.com/managing-student-loans-316294,"Managing Student Loans: Loan Forgiveness for Disability or Death",50,16,https://www.disabilitydischarge.com/home/,Nofollow,"that a borrower provides is specific and detailed. Visit the","Department of Education’s disability site","to learn what you or your physician must provide and",404,"2020-04-01 19:00:22",2020-03-28T20:24:52Z
294,16,https://www.thebalance.com/can-investors-still-rely-on-high-annual-returns-4083226,"Can Investors Still Rely on 7-8% Annual Returns",55,23,https://www.ey.com/en_gl/topics/insurance,Dofollow,"growth and innovation outside of the developed world. According to",EY,", emerging markets could account for 50% of global GDP",404,"2020-04-04 20:12:18",2020-04-17T17:26:09Z
295,16,https://www.thebalance.com/best-financial-funds-to-buy-4649955,"Best Financial Funds to Buy",59,30,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard Financials ETF",VFH,": Investors wanting a low-cost index fund that invests in",404,"2020-03-26 03:18:41",2020-04-18T22:11:28Z
296,15,https://www.thebalance.com/social-security-retirement-4842122,"How Social Security Benefits Work",57,22,https://faq.ssa.gov/en-US/link/portal/34011/34019/Article/3829/How-do-I-earn-Social-Security-credits-and-how-many-do-I-need-to-qualify-for-benefits,Dofollow,"and pay into the Social Security system you accumulate “",credits,".” A credit is approximately equivalent to one calendar quarter",404,"2020-04-14 19:45:24",2020-04-17T15:01:59Z
297,15,https://www.thebalance.com/best-mutual-funds-trump-presidency-4150093,"Best Funds to Buy for Trump Presidency",60,28,http://www.vanguard.com/notfound.htm,Nofollow,"of the best S&P 500 Index funds likeVanguard 500 Index(",VFINX,"), which invests in approximately 500 of the largest U.S.",404,"2020-03-26 03:18:41",2020-03-28T14:53:23Z
297,15,https://www.thebalance.com/best-mutual-funds-trump-presidency-4150093,"Best Funds to Buy for Trump Presidency",60,28,https://www.troweprice.com/financial-intermediary/us/en/funds/us-products/floating-rate-fund.html?&PlacementGUID=Tas5rnlY&ATLID=1,Nofollow,"buy for floating rate bonds isT. Rowe Price Floating Rate(",PRFRX,).,404,"2020-02-26 15:10:54",2020-03-28T14:53:23Z
298,15,https://www.thebalance.com/what-do-google-and-alphabet-own-4778819,"What Do Google and Alphabet Own?",50,37,https://verily.com/projects/,Nofollow,"Verily. ""","Verily Projects","."" Accessed Dec. 12, 2019.",404,"2020-04-04 08:12:57",2020-04-20T05:00:59Z
299,15,https://www.thebalance.com/what-cars-have-the-highest-recall-rates-4171848,"What Cars Have the Highest Recall Rates?",49,20,https://blog.iseecars.com/the-latest-news-and-insights-on-auto-recalls/,Nofollow,"data is from a new study by automotive research firm",iSeeCars.com,.,404,"2020-03-08 11:24:19",2020-04-01T00:01:34Z
300,15,https://www.thebalance.com/how-much-value-will-a-sunroom-add-4773924,"How to Evaluate the Cost of a Sunroom",58,20,https://patriotsunrooms.com/materials.htm,Nofollow,"Patriot Sunrooms & Home Solutions:","Four Season Sunroom Materials",,404,"2020-03-31 18:01:18",2020-04-18T17:01:09Z
301,15,https://www.thebalance.com/do-you-need-to-get-an-international-driving-permit-4778414,"Do You Need to Get an International Driving Permit?",55,22,https://nationalautoclub.wordpress.com/tag/international-drivers-license/,Dofollow,"be obtained only through the American Automobile Association and the",,"National Automobile Club. You will also only be able to","Cannot resolve host","2020-04-04 11:34:07",2020-04-19T13:28:56Z
302,15,https://www.thebalance.com/best-housing-markets-for-renting-a-duplex-4774705,"Best Housing Markets for Renting a Duplex",57,25,https://www.zillow.com/research/local-market-reports/,Dofollow,Zillow:,"Real Estate and Rental Overviews by Metro Area",,404,"2020-01-24 02:31:14",2020-04-18T09:08:26Z
303,15,https://www.thebalance.com/preparing-successful-wealth-transfer-1289826,"Prepare Your Heirs for a Successful Wealth Transfer",66,19,https://www.thewilliamsgroup.org/index.cfm,Nofollow,"are not successful and the main culprit is familial issues.","According to The Williams Group",", family dynamics and unresolved issues among family members play",404,"2020-04-19 21:42:31",2020-04-18T15:11:10Z
304,14,https://www.thebalance.com/where-to-buy-vanguard-funds-4768827,"Where to Buy Vanguard Funds",59,22,http://www.vanguard.com/notfound.htm,Nofollow,"as TD Ameritrade or Charles Schwab , or through Vanguard’s",website,directly.,404,"2020-03-26 03:18:41",2020-04-15T02:50:45Z
305,14,https://www.thebalance.com/how-do-you-compare-to-the-average-4174487,"How Do You Compare to the Average?",58,18,http://www.vanguard.com/notfound.htm,Nofollow,"mind that the latest data available comes from a June","2018 Vanguard report","using data from 2017. Presumably, current numbers are slightly better",404,"2020-03-26 03:18:41",2020-03-28T19:09:47Z
306,14,https://www.thebalance.com/picking-the-best-etf-screener-4141065,"ETF Screener Definition and Choosing the Best",55,25,https://www.morningstar.com/tools.html,Dofollow,,"Morningstar ETF Screener",": Morningstar is also a pioneer in the mutual fund",404,"2020-04-12 22:47:12",2020-04-17T21:45:22Z
306,14,https://www.thebalance.com/picking-the-best-etf-screener-4141065,"ETF Screener Definition and Choosing the Best",55,25,http://www.vanguard.com/notfound.htm,Nofollow,,"Vanguard Mutual Fund and ETF Screener",": Vanguard was one of the pioneers of indexing and",404,"2020-03-26 03:18:41",2020-04-17T21:45:22Z
307,14,https://www.thebalance.com/flexdrive-car-subscription-service-review-4588165,"Flexdrive Car Subscription Service Review",51,26,https://www.flexdrive.com/download/,Nofollow,"To use Flexdrive, you must download the","Flexdrive app",", which is available for both iPhone and Android users.",404,"2020-04-09 08:36:40",2020-03-29T04:31:16Z
308,14,https://www.thebalance.com/how-risk-based-pricing-affects-your-loan-315375,"How Risk-Based Pricing Affects Your Loan",53,17,https://1.usa.gov/r3MyRD,Dofollow,"Citizen Information Center provides an example in the publication ""","Your Credit Score","."" Borrowers with bad credit pay 3 percent per year",404,"2020-04-08 10:06:51",2020-04-19T12:33:08Z
309,14,https://www.thebalance.com/when-can-i-start-receiving-social-security-benefits-2894602,"When Can You Start Receiving Social Security Benefits?",58,20,https://faq.ssa.gov/en-US/link/portal/34011/34019/Article/3739/What-happens-if-I-work-and-get-Social-Security-retirement-benefits,Dofollow,"at the time of this update but will be located",here,"when available.) Once you reach full retirement age, you can get",404,"2020-04-16 03:27:40",2020-03-28T17:01:02Z
310,14,https://www.thebalance.com/diversify-abroad-when-stocks-are-at-all-time-high-4156503,"Diversify Abroad When Stocks Are at All-Time Highs",57,18,http://www.vanguard.com/notfound.htm,Nofollow,"long-term returns, explaining about 40 percent of future 10-year returns.","Star Capital","subsequently confirmed that this was also the case for at",404,"2020-03-26 03:18:41",2020-04-17T09:36:45Z
311,12,https://www.thebalance.com/how-to-buy-a-home-through-the-neighborhood-stabilization-program-4773119,"Neighborhood Stabilization Program May Be Right for You",59,26,https://www.hud.gov/program_offices/housing/sfh/reo/reobuyfaq,Dofollow,"Hud.gov, ""","Buying HUD Homes",","" Accessed Sept. 30, 2019.",404,"2020-04-11 05:47:43",2020-04-19T04:37:52Z
